Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's 81kg, Adam Willman, 80.22, -116, -116, 116, 150, 155, 160, 116, 160, 276
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's +109kg, Jean-Marc Charles, 135.55, -116, 116, 121, 137, 142, 146, 121, 146, 267
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's 102kg, Michael McHenry, 100.12, 110, 115, 120, -140, 140, 145, 120, 145, 265
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's Masters (35-39) +109kg, Pablo Castillo, 140.17, -110, 110, -115, -145, 145, 152, 110, 152, 262
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's 89kg, Eric Renner, 87.62, 113, -121, -121, 133, 141, 148, 113, 148, 261
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Junior Men's 102kg, Eli Andersen, 98.1, 105, -109, -109, 135, 140, -143, 105, 140, 245
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's 96kg, Grayson Starner, 95.77, 100, 105, -110, 120, 125, 130, 105, 130, 235
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Junior Men's 73kg, Kolbi Montoya, 72.75, 94, 98, -102, 120, 125, -130, 98, 125, 223
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's 109kg, Zachary Bustillos, 107.54, 95, -100, -105, 110, 120, 122, 95, 122, 217
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's Masters (40-44) 102kg, Steve Vaughan, 96.9, 90, 93, 96, 114, 119, -124, 96, 119, 215
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's 109kg, Max Benson, 102.59, 92, 96, -100, 112, -117, 118, 96, 118, 214
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's Masters (35-39) 67kg, Christopher Harney, 66.97, 87, 91, -94, 105, -106, -109, 91, 105, 196
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's Masters (35-39) 96kg, Melquiades Villalobos, 93.53, 78, 81, 84, -109, 109, 112, 84, 112, 196
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (35-39) 87kg, Deanna McGillivray, 86.91, 82, 85, -87, 98, 102, 106, 85, 106, 191
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's +87kg, Consuelo Rios, 119.97, 78, 81, -84, 99, 102, -106, 81, 102, 183
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's Masters (35-39) 109kg, Jared Reeves, 106.88, 75, 80, -85, 95, -100, 100, 80, 100, 180
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's +109kg, Emanuel Meza-Krehn, 123.12, 70, 75, 80, 95, 100, -108, 80, 100, 180
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's 96kg, Jackson Lee, 89.13, 75, 80, -83, 93, 97, -101, 80, 97, 177
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 71kg, Sydnee Percival, 69.57, 70, 73, 75, 95, -100, 100, 75, 100, 175
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's +87kg, Jami Graham, 100.67, 75, -78, -78, 94, 98, 100, 75, 100, 175
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's Masters (55-59) 81kg, Glenn Canales, 80.53, 73, -77, 78, 90, 94, -98, 78, 94, 172
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's 81kg, David Lochridge, 75, 72, 75, 79, 87, 90, 93, 79, 93, 172
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's 102kg, Scott Turner, 97.92, -70, 70, 75, 90, 95, -100, 75, 95, 170
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's Masters (35-39) 73kg, Mark Morgenstern, 72.6, 75, -78, -80, 90, -92, -92, 75, 90, 165
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 76kg, Annie Gallagher, 73.08, 69, 74, 76, 80, 85, -89, 76, 85, 161
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 64kg, Camila Lobon, 59.87, 60, 65, 70, 80, 85, 90, 70, 90, 160
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 71kg, Pilar Bennett, 70.98, 68, 71, -74, 83, -88, -90, 71, 83, 154
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's 16-17 Age Group 71kg, Zavia Burton, 67.8, 62, 65, 68, 76, 79, 82, 68, 82, 150
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 64kg, Joanna Wolfe, 63.63, 60, -63, 63, 79, 82, 85, 63, 85, 148
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 71kg, Jordyn Miller, 70.37, 66, 68, -74, -80, 80, 80, 68, 80, 148
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (35-39) 64kg, Breanna Caywood, 62.49, 66, -69, -71, 78, 81, -83, 66, 81, 147
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 81kg, Kristyn Otsuka, 79.13, 57, 60, -63, 78, -81, 83, 60, 83, 143
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 59kg, Jessica Gianardi, 58.18, -59, 59, -61, 79, -82, 82, 59, 82, 141
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (40-44) 64kg, Kelly Gill, 59.94, 60, 63, 65, 72, 75, -78, 65, 75, 140
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's 14-15 Age Group 55kg, William Drake, 51.71, 57, 59, 61, 68, 72, 76, 61, 76, 137
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's 14-15 Age Group 61kg, Flynn King, 59.43, 61, -63, -63, 71, 73, 76, 61, 76, 137
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 64kg, Ariyana Lacour, 60.29, 57, 59, -62, 72, 75, -78, 59, 75, 134
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 64kg, Brittany Parra, 59.44, 52, 55, -60, -72, 75, -78, 55, 75, 130
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 76kg, Angelica Cappuccilli, 75.82, 57, 60, -62, 70, -73, -74, 60, 70, 130
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (40-44) 55kg, CARA FARRELL, 54.23, 51, 53, 55, 66, 68, 70, 55, 70, 125
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 81kg, Yadira Ramirez, 76.86, 50, 53, 56, 60, 63, 67, 56, 67, 123
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (40-44) 59kg, Karie Taylor, 58.74, 49, -52, -52, 69, 71, 73, 49, 73, 122
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's +87kg, Abigayle Cutting-Smith, 91.28, 47, -52, -52, 65, 70, 74, 47, 74, 121
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 71kg, Brittany Turcott, 69.85, 48, 51, -53, -69, -69, 69, 51, 69, 120
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's 16-17 Age Group 59kg, Trinity Perez, 58.24, 52, -54, -54, 68, -70, -70, 52, 68, 120
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's 14-15 Age Group 81kg, Carlos Wendler, 79.84, 47, 50, 53, 55, 58, 61, 53, 61, 114
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's 14-15 Age Group 73kg, Maddox Rios Bruner, 69.48, 45, 50, -54, 55, 59, 62, 50, 62, 112
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (35-39) 71kg, Jenna Miller, 70.9, 41, 44, 46, 55, 60, -63, 46, 60, 106
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's 14-15 Age Group 64kg, Adriana Kist, 61.2, 45, -47, -49, 58, -60, 60, 45, 60, 105
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Junior Women's 49kg, Makayla Lopez, 48.66, 46, -48, -48, 56, 58, -60, 46, 58, 104
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (45-49) 81kg, Tiffany pezzulo, 78.78, 40, 44, 48, 45, 52, 55, 48, 55, 103
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's +87kg, Angelina Garcia, 107.77, 40, -44, 45, 49, 52, 55, 45, 55, 100
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (35-39) 55kg, Angelica Romero, 50.91, 40, 43, -46, 50, 53, 56, 43, 56, 99
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (50-54) 59kg, Lucille Lopez, 57.99, 37, -39, -39, 50, -52, 53, 37, 53, 90
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's 13 Under Age Group 55kg, Gabriella Kist, 54.32, -35, 35, 37, 44, -46, -47, 37, 44, 81
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's 14-15 Age Group 59kg, Carly Worthen, 58, 29, 31, 33, 39, 41, 44, 33, 44, 77
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (65-69) 64kg, Julie Canepa, 63.42, 28, 30, -31, 37, 39, 40, 30, 40, 70
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's 13 Under Age Group +64kg, Malayna Velasquez, 71.61, 22, 25, 27, 34, 36, 38, 27, 38, 65
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (65-69) 64kg, Kim Granzow, 62.74, 24, -27, -27, 33, 34, 36, 24, 36, 60
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's Masters (80+) 81kg, James Fassett, 79.27, 20, 23, -25, 28, 30, 31, 23, 31, 54
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (60-64) +87kg, Felicia  Hale, 90.39, 20, -23, 23, -25, 25, 30, 23, 30, 53
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Women's 59kg, Danae Hornung, 55.86, 20, -23, -23, -30, 30, -34, 20, 30, 50
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's Masters (65-69) 59kg, Barbara Rivers, 58.94, 17, 19, -22, -25, 26, -28, 19, 26, 45
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Men's 13 Under Age Group 36kg, Dean Alvarado, 35.94, 10, 15, 17, 20, 23, 26, 17, 26, 43
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Women's 13 Under Age Group 45kg, Lucy Worthen, 41.68, 11, 13, 15, 13, 15, 17, 15, 17, 32
2022 New Mexico State and Mountain South WSO Championship, 2022-10-30, Open Men's 73kg, Riley Banez, 72.39, 105, 110, -111, -135, -135, -135, 110, 0, 0
























