Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Union Christmas Meet, 2013-12-13, Open Men's+105 kg, D Turner, 122.42, 70, 78, 85, 90, 98, 105, 85, 105, 190
Union Christmas Meet, 2013-12-13, Open Men's 69 kg, Benjamin Limb, 67.18, 70, 75, -81, 90, 95, 100, 75, 100, 175
Union Christmas Meet, 2013-12-13, Open Men's+105 kg, Jeffrey Edwards, 115.69, 68, 73, -77, 92, 98, -103, 73, 98, 171
Union Christmas Meet, 2013-12-13, Open Men's+105 kg, Izek Davis, 119.45, 65, 70, 75, 90, 95, -105, 75, 95, 170
Union Christmas Meet, 2013-12-13, Open Men's 94 kg, Preston Baggaley, 91.13, 60, 66, 70, 85, 92, -95, 70, 92, 162
Union Christmas Meet, 2013-12-13, Men's 13 Under Age Group 62 Kg, ETHAN BAGGALEY, 56.09, 40, 45, -50, 55, 60, -66, 45, 60, 105
Union Christmas Meet, 2013-12-13, Men's 13 Under Age Group 56 Kg, Nicholas Motta, 52.83, 15, 20, 23, 25, 28, 30, 23, 30, 53
Union Christmas Meet, 2013-12-13, Men's 13 Under Age Group 35 Kg, Caylor Willis, 33.67, 15, 19, -22, 25, 28, 31, 19, 31, 50






















