Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Mayday Madness Weightlifting Meet, 2016-05-28, Open Men's 105 kg, Kirby White, 94, 130, 130, 130, 160, 165, 165, 130, 165, 295
Mayday Madness Weightlifting Meet, 2016-05-28, Open Men's 105 kg, Samuel Winkler, 104.5, 107, 112, 118, 137, 145, 153, 118, 153, 271
Mayday Madness Weightlifting Meet, 2016-05-28, Open Men's 94 kg, Richard McEnhill, 87.1, 110, 115, 116, 135, 140, 145, 116, 145, 261
Mayday Madness Weightlifting Meet, 2016-05-28, Open Women's 69 kg, Rebecca Brewer, 66.5, 48, 51, 53, 58, 61, 64, 53, 64, 117


























