Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
WWC Invitational, 2015-12-19, Open Men's 77 kg, Ethan Duffey, 77, 82, 86, -93, 104, 110, -117, 86, 110, 196
WWC Invitational, 2015-12-19, Open Women's 58 kg, Lindsey Karkos, 57.6, 50, -51, -53, 64, 68, -70, 50, 68, 118
WWC Invitational, 2015-12-19, Open Women's +75 Kg, Caitlin Brady, 93, 47, -50, -50, 58, 61, -64, 47, 61, 108
WWC Invitational, 2015-12-19, Women's 13 Under Age Group 53kg, Kendyl Elliott, 50.9, 17, -19, -19, 20, 21, 22, 17, 22, 39
WWC Invitational, 2015-12-19, Women's 13 Under Age Group 39kg, Anysa Rubio, 36.9, 11, 12, 13, 11, 13, 15, 13, 15, 28
WWC Invitational, 2015-12-19, Women's 14-15 Age Group +69 kg, Ava Davis, 69, 57, 61, -63, -77, -80, -80, 61, 0, 0
























