Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Liberty Barbell January Developmental, 2013-01-20, Open Men's 94 kg, Dexter Kodat, 90.8, 96, 100, 100, 110, 115, 115, 100, 115, 215
Liberty Barbell January Developmental, 2013-01-20, Open Men's 77 kg, David Luk, 74.4, 90, 93, 93, 110, 115, 115, 93, 115, 208
Liberty Barbell January Developmental, 2013-01-20, Open Men's 69 kg, Joseph Kim, 68.9, 70, 74, 77, 90, 96, 100, 77, 100, 177
Liberty Barbell January Developmental, 2013-01-20, Open Men's 105 kg, Ian Clement, 104.8, 65, 69, 73, 85, 90, 95, 73, 95, 168
Liberty Barbell January Developmental, 2013-01-20, Open Men's 62 kg, Jason Chen, 61.2, 64, 67, 67, 75, 80, 85, 67, 85, 152
Liberty Barbell January Developmental, 2013-01-20, Open Women's 48 kg, Sayra Lopez, 45.5, 40, 42, 42, 56, 58, 58, 42, 58, 100
Liberty Barbell January Developmental, 2013-01-20, Open Women's 53 kg, Valeria Bertoni, 52.1, 30, 32, 35, 40, 42, 42, 35, 42, 77























