Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
CHAMPIONNATS DE Belgique HALTEROPHILIE MASTERS | WL 2019, 2019-11-10, Women's Masters (50-54) 55kg, Kathleen Friend, 51.6, 36, 39, 42, 51, 54, 57, 42, 57, 99





























