Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Charleston-Mattoon Weightlifting Club Winter Qualifier, 2014-12-09, Open Men's 69 kg, Kevin Myers, 68.84, 84, 88, 91, 113, 117, 117, 91, 117, 208
Charleston-Mattoon Weightlifting Club Winter Qualifier, 2014-12-09, Open Men's 62 kg, Bret Pfeiffer, 57.11, 74, 76, 78, 95, 98, 100, 78, 100, 178
Charleston-Mattoon Weightlifting Club Winter Qualifier, 2014-12-09, Women's 16-17 Age Group 58 kg, Camille Caskey, 54.87, 52, 55, 55, 65, 70, 72, 55, 72, 127
Charleston-Mattoon Weightlifting Club Winter Qualifier, 2014-12-09, Men's 13 Under Age Group 62 Kg, Eli Wilson-Brown, 59.92, 48, 51, 55, 60, 65, 65, 55, 65, 120
Charleston-Mattoon Weightlifting Club Winter Qualifier, 2014-12-09, Women's 16-17 Age Group 48 kg, LeAndra Webb, 47.85, 45, 48, 51, 53, 57, 61, 51, 61, 112
Charleston-Mattoon Weightlifting Club Winter Qualifier, 2014-12-09, Men's 13 Under Age Group 50 Kg, Ethan Shutts, 46.22, 35, 38, 38, 40, 43, 46, 38, 46, 84
























