Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance Qualifier, 2017-09-30, Open Men's 85 kg, Donald Smith, 84.75, 90, 0, 0, 110, 0, 0, 90, 110, 200
Last Chance Qualifier, 2017-09-30, Open Men's 85 kg, Nicholas Gauvin, 79.05, 60, 65, 68, 80, 85, 90, 68, 90, 158
Last Chance Qualifier, 2017-09-30, Open Women's 69 kg, Schuyler Johnsen, 68.92, 61, 63, 65, 78, 81, 0, 65, 81, 146
Last Chance Qualifier, 2017-09-30, Open Women's 58 kg, Shannon McAmis, 56.5, 58, 60, 62, 72, 77, 80, 62, 80, 142
Last Chance Qualifier, 2017-09-30, Open Women's 58 kg, Christie Washer, 56.85, 42, 45, 46, 50, 54, 58, 46, 58, 104
Last Chance Qualifier, 2017-09-30, Open Women's 63 kg, Emily O'Hearn, 62.9, 40, 43, 45, 50, 54, 56, 45, 56, 101
























