Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Strength HQ Invitational, 2014-06-28, Open Men's+105 kg, Christopher Chaney, 116, 140, 145, 147, 161, 165, 0, 147, 165, 312
Strength HQ Invitational, 2014-06-28, Open Men's+105 kg, Elijah Young, 114, 100, 120, 125, 130, 145, 160, 125, 160, 285
Strength HQ Invitational, 2014-06-28, Open Men's 105 kg, Jeremy Rutledge, 104.9, 111, 120, 125, 120, 130, 135, 125, 135, 260
Strength HQ Invitational, 2014-06-28, Open Men's+105 kg, Ryan Crain, 115, 90, 100, 105, 126, 135, 145, 105, 145, 250
Strength HQ Invitational, 2014-06-28, Open Men's 85 kg, Matt Rundle, 79.9, 90, 110, 111, 110, 126, 137, 111, 137, 248
Strength HQ Invitational, 2014-06-28, Open Men's 69 kg, Matthew Liao, 67, 90, 95, 95, 100, 110, 110, 95, 110, 205
Strength HQ Invitational, 2014-06-28, Open Men's 85 kg, Cody McAskill, 83.3, 70, 75, 82, 85, 90, 95, 82, 95, 177
Strength HQ Invitational, 2014-06-28, Women's 16-17 Age Group 63 kg, MacKenzie Black, 59.2, 30, 33, 37, 42, 45, 48, 37, 48, 85
Strength HQ Invitational, 2014-06-28, Open Women's 75 kg, Jessica Clark, 69.2, 25, 27, 28, 30, 35, 35, 28, 35, 63





















