Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance SF, 2016-08-27, Open Men's 105 kg, Anthony Yurich, 104.9, 103, 106, 109, 135, 140, 146, 109, 146, 255
Last Chance SF, 2016-08-27, Open Women's 58 kg, Luisa Cardona Suárez, 57.75, 56, 60, 62, 72, 75, 78, 62, 78, 140
Last Chance SF, 2016-08-27, Open Women's 69 kg, Jasmine Suguitan, 69, 60, 62, 64, 70, 73, 76, 64, 76, 140
Last Chance SF, 2016-08-27, Open Women's 58 kg, Madeleine Bunuan, 57.89, 55, 58, 60, 65, 70, 74, 60, 74, 134
Last Chance SF, 2016-08-27, Open Women's 58 kg, Angeline Chemel, 56.9, 57, 59, 60, 67, 70, -74, 60, 70, 130
Last Chance SF, 2016-08-27, Open Women's 58 kg, Michelle Wang, 57.79, 52, 54, 56, 65, 70, 73, 56, 73, 129
























