Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
In House Masters Pan Ams Qualifier, 2021-06-20, Open Men's +109kg, Jeremy Gempel, 113.1, 105, 109, 113, 125, 134, -140, 113, 134, 247
In House Masters Pan Ams Qualifier, 2021-06-20, Open Men's 81kg, Andres Noa, 75.8, 76, -79, 80, 90, 95, 98, 80, 98, 178
In House Masters Pan Ams Qualifier, 2021-06-20, Open Men's 102kg, Tyler Mansour, 101, 68, -71, 71, 88, -91, 91, 71, 91, 162
In House Masters Pan Ams Qualifier, 2021-06-20, Open Women's 64kg, Caitlyn Meehan, 60.6, 61, -65, 65, 70, 74, 77, 65, 77, 142
In House Masters Pan Ams Qualifier, 2021-06-20, Open Women's 76kg, Katelyn Rawls, 74.3, 52, 55, 60, 72, 76, 80, 60, 80, 140
In House Masters Pan Ams Qualifier, 2021-06-20, Women's Masters (40-44) 71kg, Angela Mansour, 70.6, 50, 53, 56, 70, 73, 75, 56, 75, 131
In House Masters Pan Ams Qualifier, 2021-06-20, Women's Masters (35-39) 49kg, Katie Villacres, 47.6, 45, 47, -50, 57, 60, 62, 47, 62, 109























