Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
FCP March Madness, 2023-03-04, Junior Men's 102kg, Myles Ormsby, 99.6, 110, 115, 120, 140, 147, -153, 120, 147, 267
FCP March Madness, 2023-03-04, Junior Men's 67kg, Bryson Shrimplin, 63.14, 76, 80, -84, 95, 100, 103, 80, 103, 183
FCP March Madness, 2023-03-04, Men's Masters (35-39) 81kg, Nickolas Dwyer, 81, 72, 76, -80, 90, 95, -100, 76, 95, 171
FCP March Madness, 2023-03-04, Men's 16-17 Age Group 81kg, James Rucker, 75.29, -70, 70, -77, 88, 93, 100, 70, 100, 170
FCP March Madness, 2023-03-04, Open Men's 67kg, William Elian Florez Ovallos, 61.25, 63, 66, -69, 80, 84, 87, 66, 87, 153
FCP March Madness, 2023-03-04, Men's 14-15 Age Group 61kg, Preston Merriken, 60.23, 54, -57, 57, 68, 70, 72, 57, 72, 129
FCP March Madness, 2023-03-04, Men's 14-15 Age Group 61kg, Josh Reisdorf, 60.23, 44, 47, 50, 56, 60, 65, 50, 65, 115























