Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2017 AO Last Chance Qualifier -OPEN, 2017-10-28, Open Women's 48 kg, Cicely Kyle, 48, -58, 58, 61, 76, 79, 0, 61, 79, 140
2017 AO Last Chance Qualifier -OPEN, 2017-10-28, Women's 14-15 Age Group +69 kg, Gretchen Hurtado Valero, 82.6, 30, 33, 36, 40, 44, 48, 36, 48, 84
2017 AO Last Chance Qualifier -OPEN, 2017-10-28, Women's 14-15 Age Group 58 kg, Natalie Alvarez, 57.4, 14, 16, 18, 20, 22, 25, 18, 25, 43
2017 AO Last Chance Qualifier -OPEN, 2017-10-28, Women's 13 Under Age Group 44kg, Grace Fields, 39.9, -14, -14, 14, 18, 20, 22, 14, 22, 36
2017 AO Last Chance Qualifier -OPEN, 2017-10-28, Men's 13 Under Age Group 56 Kg, Noah Fields, 55.9, 12, 14, 16, -14, 14, 16, 16, 16, 32
2017 AO Last Chance Qualifier -OPEN, 2017-10-28, Open Women's +90 kg, Eliana Gonzalez, 99, -40, -40, -40, 45, 49, 52, 0, 52, 0
2017 AO Last Chance Qualifier -OPEN, 2017-10-28, Open Men's 77 kg, Matt Saeler, 76.6, 115, -120, -120, -140, -147, -147, 115, 0, 0























