Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
April Last Chance Qualifier, 2017-04-13, Open Men's 85 kg, Andrew White, 85, -130, 130, 135, 155, 160, -165, 135, 160, 295
April Last Chance Qualifier, 2017-04-13, Open Women's 58 kg, Erin Amos, 57.9, 73, -76, 77, 98, 101, -105, 77, 101, 178
April Last Chance Qualifier, 2017-04-13, Open Men's 69 kg, Jeremiah Miller, 64, 75, -78, 78, 90, 95, -98, 78, 95, 173
April Last Chance Qualifier, 2017-04-13, Open Men's+105 kg, Lemuel Grayson, 144, 60, 70, -75, 70, 0, 0, 70, 70, 140
April Last Chance Qualifier, 2017-04-13, Women's 14-15 Age Group 53 kg, Brianna Amos, 48.9, 51, 53, -55, 65, -67, -67, 53, 65, 118
April Last Chance Qualifier, 2017-04-13, Open Women's 58 kg, Suzy Sanchez, 54.2, 50, 53, 56, 55, 0, 0, 56, 55, 111
April Last Chance Qualifier, 2017-04-13, Men's 13 Under Age Group 35 Kg, Benjamin Grisham, 33.7, 15, 17, -19, 20, 22, -23, 17, 22, 39























