Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Faction Winter Challenge, 2013-01-27, Open Men's 85 kg, Joseph Barlia, 84.65, 88, 93, 93, 106, 106, 115, 93, 115, 208
Faction Winter Challenge, 2013-01-27, Open Men's 69 kg, Samuel Moncivaez, 67.72, 80, 80, 84, 102, 107, 112, 84, 112, 196
Faction Winter Challenge, 2013-01-27, Open Men's 85 kg, Andrew Stuart, 83.63, 80, 90, 90, 105, 105, 105, 90, 105, 195
Faction Winter Challenge, 2013-01-27, Open Men's 77 kg, Michael Lexner, 75, 75, 80, 80, 95, 95, 95, 80, 95, 175
Faction Winter Challenge, 2013-01-27, Open Women's 63 kg, Ashley Bledsoe, 63, 41, 52, 57, 55, 59, 76, 57, 76, 133
Faction Winter Challenge, 2013-01-27, Open Women's 58 kg, Amber Strain, 56.95, 39, 42, 53, 52, 56, 60, 53, 60, 113
























