Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Cookies and Kilos Spring Open, 2015-03-14, Open Men's 85 kg, Samuel Anderson, 85, 117, 121, -124, 139, 143, 147, 121, 147, 268
Cookies and Kilos Spring Open, 2015-03-14, Open Men's 77 kg, Robert Hall, 76.9, 105, 112, -117, 133, -138, 138, 112, 138, 250
Cookies and Kilos Spring Open, 2015-03-14, Open Men's 105 kg, Miles Davis, 95.1, 93, 96, -99, 120, -125, 125, 96, 125, 221
Cookies and Kilos Spring Open, 2015-03-14, Open Men's 94 kg, Jonathan Del Vicario, 93.5, 93, 97, -98, 119, 122, -125, 97, 122, 219
Cookies and Kilos Spring Open, 2015-03-14, Open Men's 77 kg, Patrick Nesbitt, 76.8, 80, 86, -91, 103, 110, 114, 86, 114, 200
Cookies and Kilos Spring Open, 2015-03-14, Women's Masters (35-39) 75 kg, Rachel York, 71.1, -84, 84, -87, 102, -106, -106, 84, 102, 186
Cookies and Kilos Spring Open, 2015-03-14, Open Men's 85 kg, Adolfo Riveron, 79.2, 75, -80, -80, 95, 100, 105, 75, 105, 180
Cookies and Kilos Spring Open, 2015-03-14, Open Men's 85 kg, Rafael Murphy, 84.6, 75, 80, -85, 86, 90, 95, 80, 95, 175
Cookies and Kilos Spring Open, 2015-03-14, Open Women's 75 kg, Courtney Raiser, 72.6, 52, 55, -57, 70, 73, 76, 55, 76, 131
Cookies and Kilos Spring Open, 2015-03-14, Open Women's 75 kg, Katie Sobeck, 69.4, 47, -50, 50, 55, -60, 60, 50, 60, 110
Cookies and Kilos Spring Open, 2015-03-14, Women's Masters (45-49) 63 kg, Elizabeth Axtell, 62.7, 46, -49, -49, 56, 60, -63, 46, 60, 106



















