Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
March Madness Weightlifting Meet, 2023-03-30, Men's 16-17 Age Group 67kg, Alex  Erickson, 66.4, 57, 60, 63, 77, 80, 82, 63, 82, 145
March Madness Weightlifting Meet, 2023-03-30, Men's 16-17 Age Group 67kg, Aaron Truong, 66.5, 53, 55, -57, -78, -81, 85, 55, 85, 140
March Madness Weightlifting Meet, 2023-03-30, Men's 16-17 Age Group 61kg, Jack Jelinek, 59, 50, -55, -55, 65, -68, -68, 50, 65, 115
March Madness Weightlifting Meet, 2023-03-30, Women's 16-17 Age Group 76kg, Mara Klinicke, 75.6, 43, 45, -47, -64, 67, -70, 45, 67, 112
March Madness Weightlifting Meet, 2023-03-30, Women's 16-17 Age Group 71kg, Molly Carr, 66.6, 39, 41, -43, 55, -58, -58, 41, 55, 96
March Madness Weightlifting Meet, 2023-03-30, Men's 13 Under Age Group +73kg, Michael Swedberg, 76.8, 26, 29, -32, -38, 41, 45, 29, 45, 74
March Madness Weightlifting Meet, 2023-03-30, Men's 16-17 Age Group 61kg, Bradley  Valvo, 60, -55, -56, -56, 64, -67, -67, 0, 64, 0























