Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Thor's Stone Winter 2021, 2021-03-13, Men's Masters (55-59) 102kg, jim giroux, 101.5, 70, -75, -75, -97, 97, -102, 70, 97, 167
Thor's Stone Winter 2021, 2021-03-13, Men's Masters (45-49) +109kg, Kenneth Allgair, 120.3, 62, -66, 68, 80, -85, 90, 68, 90, 158
Thor's Stone Winter 2021, 2021-03-13, Open Men's 109kg, Uhuru Kamau, 105, 62, 66, 70, 80, 85, 88, 70, 88, 158
Thor's Stone Winter 2021, 2021-03-13, Men's Masters (65-69) 102kg, Frank ODonnell, 97.5, 48, 52, -55, 62, -66, 66, 52, 66, 118
Thor's Stone Winter 2021, 2021-03-13, Open Women's 59kg, Elizabeth Bassette, 59, 39, 43, -46, 54, 60, -64, 43, 60, 103
Thor's Stone Winter 2021, 2021-03-13, Open Women's +87kg, Anna Frazier, 97.6, 39, -43, -43, 54, 56, 58, 39, 58, 97
Thor's Stone Winter 2021, 2021-03-13, Women's Masters (60-64) 71kg, Valerie Thompson, 69.9, 34, 36, -38, 44, 48, 50, 36, 50, 86
Thor's Stone Winter 2021, 2021-03-13, Women's Masters (70-74) 55kg, Jane Higgins, 50.9, 26, 28, 29, 35, 37, -38, 29, 37, 66






















