Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Closed West Michigan Barbell Meet, 2017-07-20, Open Men's 94 kg, Jordan Wallin, 89.4, 98, 102, 105, 110, 115, -120, 105, 115, 220
Closed West Michigan Barbell Meet, 2017-07-20, Open Men's+105 kg, curtis Tuttle, 139.3, 63, 67, -72, -77, 77, -85, 67, 77, 144
Closed West Michigan Barbell Meet, 2017-07-20, Open Women's 63 kg, Kristen Antioho, 62.9, 48, 50, 53, 68, -72, -76, 53, 68, 121
Closed West Michigan Barbell Meet, 2017-07-20, Open Women's 63 kg, Kady Gusky, 62.2, 52, -54, 54, 60, 62, -65, 54, 62, 116
Closed West Michigan Barbell Meet, 2017-07-20, Open Women's 69 kg, Heidelise Snoek, 69, -44, 44, -46, 56, -58, 60, 44, 60, 104
Closed West Michigan Barbell Meet, 2017-07-20, Open Men's 77 kg, Trey Richards, 75.7, 88, 0, 0, 0, 0, 0, 88, 0, 0
























