Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Battle of Normandy (D-Day) WLM 2018, 2018-06-05, Open Men's 94 kg, Paul Castaneda, 93, 102, 108, -115, 140, 150, -152, 108, 150, 258
Battle of Normandy (D-Day) WLM 2018, 2018-06-05, Open Men's+105 kg, Jared Ward, 108.6, 65, 70, 77, 97, 102, 108, 77, 108, 185
Battle of Normandy (D-Day) WLM 2018, 2018-06-05, Open Men's 105 kg, Armando Enriquez, 100.3, 57, -64, -64, 68, 73, 78, 57, 78, 135
Battle of Normandy (D-Day) WLM 2018, 2018-06-05, Women's Masters (35-39) 58 kg, Jacqueline Garavito, 57.5, 38, 41, -45, -59, 64, -67, 41, 64, 105
Battle of Normandy (D-Day) WLM 2018, 2018-06-05, Men's 13 Under Age Group +69 Kg, Braydon Moore, 70, 35, 40, -50, 45, 55, 60, 40, 60, 100
Battle of Normandy (D-Day) WLM 2018, 2018-06-05, Women's Masters (40-44) 75 kg, Robin Leafblad, 73.6, 75, -78, 80, -100, -105, -105, 80, 0, 0
























