Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
AO2 Last Chance Qualifier, 2019-06-22, Open Men's +109kg, Dominic Wilmes, 113.6, -105, 105, -110, 115, -120, 120, 105, 120, 225
AO2 Last Chance Qualifier, 2019-06-22, Open Men's +109kg, John Bernabe, 109.6, 90, 95, -98, 120, 125, 0, 95, 125, 220
AO2 Last Chance Qualifier, 2019-06-22, Open Men's 96kg, Christian Saracay, 91.7, 81, -84, -84, 109, -112, -112, 81, 109, 190
AO2 Last Chance Qualifier, 2019-06-22, Open Women's 71kg, Emily Macadam, 70.9, 65, 69, 72, 83, 88, 93, 72, 93, 165
AO2 Last Chance Qualifier, 2019-06-22, Open Men's 96kg, Raymond Bantug, 94.8, 66, -69, 71, 85, 90, -94, 71, 90, 161
AO2 Last Chance Qualifier, 2019-06-22, Open Women's 76kg, Michelle Boyd, 72.1, 50, -52, 52, 68, 70, 72, 52, 72, 124
AO2 Last Chance Qualifier, 2019-06-22, Open Women's 64kg, Taylor Reimer, 63, 46, -48, 48, 63, 65, -68, 48, 65, 113
AO2 Last Chance Qualifier, 2019-06-22, Open Women's 55kg, Helen Bernabe, 51.6, 36, -38, 39, 48, -50, -51, 39, 48, 87
AO2 Last Chance Qualifier, 2019-06-22, Open Men's +109kg, Henry Manukyan, 142.7, 92, -97, -98, -118, -121, -121, 92, 0, 0





















