Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
WOOD IS GOOD, 2021-02-27, Open Women's 71kg, Sara Thompson, 69.2, 35, 337, -39, 45, 50, 53, 337, 53, 390
WOOD IS GOOD, 2021-02-27, Open Men's 102kg, Jonah Glasgold, 100.5, 90, 95, -100, 120, -126, 126, 95, 126, 221
WOOD IS GOOD, 2021-02-27, Open Men's 89kg, Ryan Horstman, 86.97, 85, -90, -90, 105, -110, -110, 85, 105, 190
WOOD IS GOOD, 2021-02-27, Open Women's 59kg, Michaela Nielsen, 58.4, 57, 60, -65, 78, 82, -85, 60, 82, 142
WOOD IS GOOD, 2021-02-27, Open Women's 81kg, Zion Hart, 80.7, 41, 44, 47, 62, 66, 70, 47, 70, 117
WOOD IS GOOD, 2021-02-27, Women's Masters (55-59) 64kg, Patrice Polta, 62.1, 35, 37, -38, 49, 51, -53, 37, 51, 88
WOOD IS GOOD, 2021-02-27, Open Men's 73kg, Samuel McGinnity, 72.7, -117, -117, -117, 120, 130, 140, 0, 140, 0























