Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Southside Winter Weightlifting Competition, 2012-01-28, Open Women's 58 kg, Tiffany Hardwick, 57.2, 0, 0, 0, 53, 0, 0, 0, 53, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Women's 58 kg, Heather McCue, 57.2, 0, 0, 0, 38, 0, 0, 0, 38, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Women's 63 kg, Angela Parra, 60.9, 0, 0, 0, 98, 0, 0, 0, 98, 0
Southside Winter Weightlifting Competition, 2012-01-28, Women's Masters (35-39) 63 kg, Theresa Ball, 59, 0, 0, 0, 43, 0, 0, 0, 43, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Women's +75 Kg, Rachel Rigdon, 77.1, 0, 0, 0, 73, 0, 0, 0, 73, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Men's 69 kg, Christopher Campbell, 66.7, 0, 0, 0, 83, 0, 0, 0, 83, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Men's 69 kg, Hunter Wooten, 69, 0, 0, 0, 93, 0, 0, 0, 93, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Men's 77 kg, Randolph Jacobsen, 76, 0, 0, 0, 98, 0, 0, 0, 98, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Men's 77 kg, Alex Robitaille, 75.9, 0, 0, 0, 98, 0, 0, 0, 98, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Men's 77 kg, Allan Parra, 74.8, 0, 0, 0, 85, 0, 0, 0, 85, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Men's 85 kg, James Taylor, 83.7, 0, 0, 0, 103, 0, 0, 0, 103, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Men's 94 kg, Nathan Ford, 88.6, 0, 0, 0, 100, 0, 0, 0, 100, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Men's 105 kg, David Piffarerio, 96.2, 0, 0, 0, 110, 0, 0, 0, 110, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Men's 105 kg, Wayne Vreeland, 98.5, 0, 0, 0, 80, 0, 0, 0, 80, 0
Southside Winter Weightlifting Competition, 2012-01-28, Open Men's+105 kg, Michael Petrovich, 106.5, 0, 0, 0, 125, 0, 0, 0, 125, 0















