Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
The Lab Gym AO Last Qualifier, 2014-11-01, Open Men's 94 kg, Wesley Baker, 93.3, 110, 115, 120, 140, 145, 150, 120, 150, 270
The Lab Gym AO Last Qualifier, 2014-11-01, Open Men's 77 kg, Jimmy Duke III, 76.5, 108, 111, 113, 135, 140, 142, 113, 142, 255
The Lab Gym AO Last Qualifier, 2014-11-01, Open Men's 77 kg, Richard Beemer, 76, 100, 102, 104, 120, 124, 128, 104, 128, 232
The Lab Gym AO Last Qualifier, 2014-11-01, Open Women's 69 kg, Brittney Paul, 68.04, 78, 81, 81, 88, 91, 94, 81, 94, 175
The Lab Gym AO Last Qualifier, 2014-11-01, Open Women's 63 kg, Melinda House, 62.22, 65, 67, 69, 80, 85, 90, 69, 90, 159
The Lab Gym AO Last Qualifier, 2014-11-01, Open Women's 58 kg, Megan Grantom, 57.88, 60, 63, 65, 78, 82, 85, 65, 85, 150
























