Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
march 26th meet, 2016-03-26, Open Men's 85 kg, Zach Dyer, 84.7, 121, -125, -125, 145, -153, -160, 121, 145, 266
march 26th meet, 2016-03-26, Open Men's 85 kg, Adrian Jourdan, 82, 91, -96, 101, 111, 116, 122, 101, 122, 223
march 26th meet, 2016-03-26, Open Men's 85 kg, Aaron Jannetti, 80.8, -90, 90, 94, 115, 120, -125, 94, 120, 214
march 26th meet, 2016-03-26, Open Men's 85 kg, Brian Broadwater, 81.6, 72, -75, 75, 96, 99, -101, 75, 99, 174
march 26th meet, 2016-03-26, Open Women's 63 kg, Stephanie Hohn, 62.7, 70, -75, -75, 86, -90, -90, 70, 86, 156
march 26th meet, 2016-03-26, Open Women's 63 kg, Natalia Iannarino, 59.9, 49, -52, -52, 63, 67, -79, 49, 67, 116
























