Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Central Kentucky Weightlifting Classic, 2014-06-05, Open Men's 77 kg, Ryan DeVriendt, 77, 95, 95, 95, 114, 116, 118, 95, 118, 213
Central Kentucky Weightlifting Classic, 2014-06-05, Open Men's 77 kg, Adam DeFelice, 77, 85, 89, 92, 110, 115, 118, 92, 118, 210
Central Kentucky Weightlifting Classic, 2014-06-05, Open Men's 77 kg, John Spurlock, 76.89, 70, 72, 74, 108, 108, 109, 74, 109, 183
Central Kentucky Weightlifting Classic, 2014-06-05, Open Women's 53 kg, Ryan Metzger, 53, 63, 65, 65, 82, 82, 83, 65, 83, 148
Central Kentucky Weightlifting Classic, 2014-06-05, Open Women's 48 kg, Melissa Sue Jutras Kamphake, 47.95, 44, 46, 46, 60, 63, 64, 46, 64, 110
Central Kentucky Weightlifting Classic, 2014-06-05, Open Women's 63 kg, Dahlia D'Arge, 61.99, 42, 45, 45, 59, 59, 59, 45, 59, 104
























