Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
4th of July Open, 2015-07-04, Open Men's 105 kg, Johua Cox, 97.9, 90, 95, -100, 120, 130, -141, 95, 130, 225
4th of July Open, 2015-07-04, Open Men's+105 kg, Andrew Christie, 115.6, 100, -105, 105, 120, -125, -127, 105, 120, 225
4th of July Open, 2015-07-04, Open Men's 77 kg, Frank Pinheiro, 76.1, 73, -80, 80, 105, -110, -120, 80, 105, 185
4th of July Open, 2015-07-04, Open Men's 62 kg, JOSEPH GAZMEN, 61.4, -80, 80, -83, -90, 90, -95, 80, 90, 170
4th of July Open, 2015-07-04, Open Women's 63 kg, Jaimie Byerly, 62.8, -67, 68, -70, 87, 92, 95, 68, 95, 163
4th of July Open, 2015-07-04, Open Women's 75 kg, Emily Denman, 73.6, 40, 46, 53, 60, 63, 66, 53, 66, 119
4th of July Open, 2015-07-04, Open Women's 69 kg, Rachel Hanson, 67.5, 35, 40, 43, 45, -50, -50, 43, 45, 88
4th of July Open, 2015-07-04, Open Men's 77 kg, Tyler Lonjin, 75.2, 103, 108, -113, -135, -138, -142, 108, 0, 0
4th of July Open, 2015-07-04, Open Women's +75 Kg, Meagan Hopfinger, 78.9, 50, 54, 57, -60, -63, -65, 57, 0, 0





















