Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
UR Crossfit Olympic Style Open Meet and Last Youth, 2014-04-26, Women's 16-17 Age Group 53 kg, Callista Durrett, 52.6, 44, 46, 46, 64, 64, 68, 46, 68, 114
UR Crossfit Olympic Style Open Meet and Last Youth, 2014-04-26, Women's 16-17 Age Group +75 kg, Alyssa Morales, 81.1, 42, 46, 46, 59, 62, 64, 46, 64, 110
UR Crossfit Olympic Style Open Meet and Last Youth, 2014-04-26, Women's 16-17 Age Group 53 kg, Danielle Durrett, 52.9, 37, 40, 41, 48, 51, 55, 41, 55, 96
UR Crossfit Olympic Style Open Meet and Last Youth, 2014-04-26, Women's 16-17 Age Group 53 kg, Kennedy Lachicotte, 50.6, 37, 41, 41, 50, 50, 54, 41, 54, 95
UR Crossfit Olympic Style Open Meet and Last Youth, 2014-04-26, Women's 16-17 Age Group 48 kg, Kristin Kuntz, 47.6, 28, 31, 33, 42, 46, 49, 33, 49, 82
UR Crossfit Olympic Style Open Meet and Last Youth, 2014-04-26, Women's 16-17 Age Group 48 kg, Stephanie Estrada, 47.7, 19, 23, 25, 39, 42, 42, 25, 42, 67
UR Crossfit Olympic Style Open Meet and Last Youth, 2014-04-26, Women's 13 Under Age Group 44kg, Brooke Minichino, 42.2, 15, 17, 19, 20, 23, 27, 19, 27, 46























