Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Spring Mash UP Meet, 2018-03-31, Open Men's 94 kg, Nathan Damron, 93, 150, 155, 160, 190, 195, 200, 160, 200, 360
Spring Mash UP Meet, 2018-03-31, Open Women's 75 kg, Hunter Elam, 70.4, 90, 94, 96, 110, 115, 115, 96, 115, 211
Spring Mash UP Meet, 2018-03-31, Open Women's 90 kg, Sarah Johnson, 75.8, 83, 87, 90, 108, 112, 112, 90, 112, 202
Spring Mash UP Meet, 2018-03-31, Open Women's 69 kg, Amanda Street, 67.4, 70, 73, 75, 89, 92, 94, 75, 94, 169
Spring Mash UP Meet, 2018-03-31, Open Men's 77 kg, Leandro Ruales, 71.1, 59, 63, 68, 74, 78, 83, 68, 83, 151
Spring Mash UP Meet, 2018-03-31, Women's 13 Under Age Group 31kg, Lilla Heath, 29.6, 18, 20, 22, 25, 28, 30, 22, 30, 52
























