Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Summer Invitational, 2017-08-09, Open Men's 69 kg, Drew Stevens, 64.9, -63, 63, 66, 75, 80, -85, 66, 80, 146
Summer Invitational, 2017-08-09, Women's Masters (35-39) 69 kg, Erin Martin, 69, 56, 58, 60, 75, 77, -80, 60, 77, 137
Summer Invitational, 2017-08-09, Women's 14-15 Age Group +69 kg, Maddison Jordan, 81, 40, 42, 45, 55, -57, 57, 45, 57, 102
Summer Invitational, 2017-08-09, Women's Masters (45-49) 69 kg, Jamie Burnette Schuler, 68.35, 35, 38, 40, 45, -49, -49, 40, 45, 85
Summer Invitational, 2017-08-09, Open Men's+105 kg, Mark SOLOMON, 115.2, -100, -100, -100, 0, 0, 0, 0, 0, 0

























