Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance AO (closed), 2015-10-25, Open Men's 105 kg, Joseph Windsor, 104.6, 115, 120, 125, 145, 150, 155, 125, 155, 280
Last Chance AO (closed), 2015-10-25, Open Men's 85 kg, Diego Archuleta-Poston, 84.1, 100, 105, 110, 130, 137, -140, 110, 137, 247
Last Chance AO (closed), 2015-10-25, Women's Masters (35-39) +75 kg, Anna martin, 79.8, 70, 73, -75, 90, 93, -95, 73, 93, 166
Last Chance AO (closed), 2015-10-25, Open Women's 69 kg, McKenzie Rynard, 68.2, 66, 69, 71, 87, 90, 93, 71, 93, 164
Last Chance AO (closed), 2015-10-25, Open Women's 63 kg, LaToya Nelson-Hagemann, 62.1, 64, 67, -69, 80, 83, -86, 67, 83, 150
Last Chance AO (closed), 2015-10-25, Women's 13 Under Age Group 53kg, Audrey Rips-Goodwin, 52.5, 49, 51, -52, 60, -62, -62, 51, 60, 111
























