Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Tom's Meet, 2015-04-18, Open Men's 105 kg, Michael LaMantia, 101.41, 110, -115, 115, 125, -128, 128, 115, 128, 243
Tom's Meet, 2015-04-18, Open Men's 105 kg, Christopher Lopez, 100.42, -100, 100, -105, 125, -128, -128, 100, 125, 225
Tom's Meet, 2015-04-18, Open Men's 62 kg, Thomas Donahue, 61.07, 90, -93, -93, 112, 116, -120, 90, 116, 206
Tom's Meet, 2015-04-18, Open Men's 105 kg, Iosefo Tuigamala, 95.56, -65, 65, 70, 90, 95, 100, 70, 100, 170
Tom's Meet, 2015-04-18, Open Women's 63 kg, Angelica Cappuccilli, 60, 33, 35, 37, 40, 44, 46, 37, 46, 83
Tom's Meet, 2015-04-18, Open Men's 77 kg, Bill Waugh, 76.8, 30, 0, 0, 40, 0, 0, 30, 40, 70
























