Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance Qualifier, 2014-06-08, Open Men's 77 kg, Angelo Bianco, 77, 110, 120, 125, 150, 160, 170, 125, 170, 295
Last Chance Qualifier, 2014-06-08, Open Men's 85 kg, Brach Poston, 84.9, 115, 115, 121, 135, 140, 140, 121, 140, 261
Last Chance Qualifier, 2014-06-08, Open Women's 58 kg, Angela Parra, 57.9, 75, 80, 0, 100, 0, 0, 80, 100, 180
Last Chance Qualifier, 2014-06-08, Open Men's 94 kg, Tim Sprague, 88.3, 70, 75, 80, 80, 90, 100, 80, 100, 180
Last Chance Qualifier, 2014-06-08, Open Women's 63 kg, Kelsey Pride, 62.5, 65, 68, 68, 75, 80, 85, 68, 85, 153
Last Chance Qualifier, 2014-06-08, Open Women's 63 kg, Taylor Lumpp, 62.3, 67, 67, 67, 70, 83, 83, 67, 83, 150
























