Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
WL Development Qualifier, 2021-10-30, Open Men's 73kg, James Corsitto, 72.3, 117, 122, 125, 145, 151, 153, 125, 153, 278
WL Development Qualifier, 2021-10-30, Open Men's 81kg, George Bakatsias, 80.55, 105, 0, 110, 120, 125, 0, 110, 125, 235
WL Development Qualifier, 2021-10-30, Open Men's 89kg, Eric Wang, 82.95, 80, 86, 0, 105, 0, 0, 86, 105, 191
WL Development Qualifier, 2021-10-30, Open Men's 102kg, muhammad Amir, 98.9, 60, 65, 70, 110, 120, 0, 70, 120, 190
WL Development Qualifier, 2021-10-30, Open Women's 71kg, Sosara Ma, 69.15, 40, 45, 48, 60, 65, 70, 48, 70, 118
WL Development Qualifier, 2021-10-30, Open Men's 81kg, Arthur Drechsler, 79.3, 25, 0, 0, 0, 0, 0, 25, 0, 0
























