Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
The Macho Man Randy Savage Memorial, 2015-06-20, Open Men's 105 kg, Jason Bonnick, 97.11, 132, 137, 141, 170, 175, 180, 141, 180, 321
The Macho Man Randy Savage Memorial, 2015-06-20, Open Men's 77 kg, Pat Damiano, 75.33, -105, 107, 110, 135, -140, 140, 110, 140, 250
The Macho Man Randy Savage Memorial, 2015-06-20, Open Men's 94 kg, Andrew Blaida, 88, 80, 90, 97, 125, -130, -131, 97, 125, 222
The Macho Man Randy Savage Memorial, 2015-06-20, Open Men's 85 kg, Matthew Bloch, 82.5, 83, 87, 91, 110, 113, -116, 91, 113, 204
The Macho Man Randy Savage Memorial, 2015-06-20, Open Women's 69 kg, Becky Torrent, 67.81, 78, -82, -83, 94, 98, 101, 78, 101, 179
The Macho Man Randy Savage Memorial, 2015-06-20, Open Women's 63 kg, Rachel Moore, 61.8, 55, 57, 59, 75, 77, -79, 59, 77, 136
The Macho Man Randy Savage Memorial, 2015-06-20, Open Women's 63 kg, Christa Lequear, 59.99, 53, 60, -64, 64, 68, 72, 60, 72, 132
The Macho Man Randy Savage Memorial, 2015-06-20, Open Women's 53 kg, Paivy Pedersen, 51.7, 52, -55, -55, 65, -68, 70, 52, 70, 122
The Macho Man Randy Savage Memorial, 2015-06-20, Women's 14-15 Age Group 48 kg, Elizabeth Case, 44.95, 23, 25, 27, 42, 45, -47, 27, 45, 72
The Macho Man Randy Savage Memorial, 2015-06-20, Men's 13 Under Age Group 31 Kg, Farhan Sharar, 28.4, 12, 14, 16, 22, 24, -25, 16, 24, 40
The Macho Man Randy Savage Memorial, 2015-06-20, Men's 13 Under Age Group 39kg, Eli Bauer, 36.6, 10, 12, 14, 18, 20, 21, 14, 21, 35
The Macho Man Randy Savage Memorial, 2015-06-20, Open Men's 85 kg, Matthew Benacquisto, 84.8, 115, -118, -118, -145, -151, -151, 115, 0, 0


















