Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
FRCF Summer Weightlifting Meet 2019, 2019-06-22, Open Men's +109kg, Nathan Dela Cruz, 111.2, 90, 96, 101, -110, 116, 121, 101, 121, 222
FRCF Summer Weightlifting Meet 2019, 2019-06-22, Open Men's 81kg, matthew pribyl, 79.1, 80, 85, -90, 105, -110, -115, 85, 105, 190
FRCF Summer Weightlifting Meet 2019, 2019-06-22, Open Men's 96kg, Yung Chiu, 89.4, 75, 80, -85, 75, 80, 85, 80, 85, 165
FRCF Summer Weightlifting Meet 2019, 2019-06-22, Open Women's 76kg, Josephine Traberg, 75.6, -60, 60, 62, 76, 78, -80, 62, 78, 140
FRCF Summer Weightlifting Meet 2019, 2019-06-22, Open Women's 64kg, Danielle Martinez, 60.4, 55, 58, -60, 66, 69, -71, 58, 69, 127
FRCF Summer Weightlifting Meet 2019, 2019-06-22, Open Women's 71kg, Sarah Smiley, 64.7, -56, 56, 0, 65, 0, 0, 56, 65, 121
FRCF Summer Weightlifting Meet 2019, 2019-06-22, Open Women's 71kg, Marina Tricarico, 66.1, 45, -48, 49, 61, -63, -65, 49, 61, 110
FRCF Summer Weightlifting Meet 2019, 2019-06-22, Open Men's 81kg, Brendan Gould, 78.9, -102, -104, -104, 130, -136, -136, 0, 130, 0






















