Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Sunshine Lift Off, 2014-10-11, Open Men's 77 kg, Michael Reyes, 76.8, 85, 87, 87, 119, 119, 119, 87, 119, 206
Sunshine Lift Off, 2014-10-11, Open Men's 62 kg, Kyle King, 58.4, 60, 65, 70, 80, 85, 90, 70, 90, 160
Sunshine Lift Off, 2014-10-11, Open Women's 53 kg, Brittney Hatem, 52.9, 43, 45, 50, 56, 56, 60, 50, 60, 110
Sunshine Lift Off, 2014-10-11, Open Women's +75 Kg, Jaime Sawyer, 113.2, 35, 38, 40, 50, 55, 60, 40, 60, 100
Sunshine Lift Off, 2014-10-11, Women's Masters (35-39) 75 kg, Alexandra Coulouris, 74.3, 30, 35, 40, 45, 50, 55, 40, 55, 95
Sunshine Lift Off, 2014-10-11, Women's Masters (35-39) 63 kg, Ingrid Saenz, 62.4, 35, 40, 40, 45, 50, 55, 40, 55, 95
























