Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Pound for Pound Weightlifting Meet, 2016-07-23, Open Men's 77 kg, Tyler Simmons, 76.4, 110, 113, 116, 140, 144, 145, 116, 145, 261
Pound for Pound Weightlifting Meet, 2016-07-23, Open Men's 77 kg, Connor Hanafee, 73.5, 95, 95, 98, 128, 130, 130, 98, 130, 228
Pound for Pound Weightlifting Meet, 2016-07-23, Open Men's 77 kg, Matthew Wininger, 70.01, 85, 90, 90, 115, 120, 125, 90, 125, 215
Pound for Pound Weightlifting Meet, 2016-07-23, Open Women's +75 Kg, Hannah Black, 86.2, 72, 77, 82, 90, 95, 100, 82, 100, 182
Pound for Pound Weightlifting Meet, 2016-07-23, Open Women's 63 kg, Allison McCracken, 62.5, 75, 78, 81, 84, -86, -86, 81, 84, 165
Pound for Pound Weightlifting Meet, 2016-07-23, Open Women's 58 kg, Danielle Bloomquist, 57.9, 67, 70, 72, 87, 90, 90, 72, 90, 162
Pound for Pound Weightlifting Meet, 2016-07-23, Open Women's +75 Kg, Yvgeni Henderson, 84.4, 51, 55, 58, 76, 81, 81, 58, 81, 139
Pound for Pound Weightlifting Meet, 2016-07-23, Women's 13 Under Age Group 35kg, Molly Raines, 34.7, 20, 23, 25, 30, 33, 36, 25, 36, 61






















