Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
In House AO3 Qualifier, 2019-08-11, Open Men's 109kg, Alex Cadmus, 104, -90, 90, 100, 125, 130, 138, 100, 138, 238
In House AO3 Qualifier, 2019-08-11, Open Men's 73kg, Farid Bejar, 73, 81, -86, -86, 106, -108, -108, 81, 106, 187
In House AO3 Qualifier, 2019-08-11, Open Men's 81kg, Hunter Irwin, 81, 80, -84, -84, 105, 0, 0, 80, 105, 185
In House AO3 Qualifier, 2019-08-11, Women's Masters (35-39) 87kg, Alison Cadmus, 86, 60, 64, -68, 70, 76, 82, 64, 82, 146
In House AO3 Qualifier, 2019-08-11, Open Women's 64kg, Alyssa Preidt, 63, 52, -57, 57, 70, 75, 80, 57, 80, 137
In House AO3 Qualifier, 2019-08-11, Open Women's 49kg, Lisa Servin, 47, 45, -48, -48, 59, -62, -63, 45, 59, 104
























