Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Philadelphia Barbell March in-house, 2016-03-26, Open Men's 105 kg, Bartosz Smarkucki, 99.4, 120, -125, -128, 160, -170, -174, 120, 160, 280
Philadelphia Barbell March in-house, 2016-03-26, Open Men's+105 kg, Daniel Kocotas, 122, 111, 116, 120, 136, -141, 141, 120, 141, 261
Philadelphia Barbell March in-house, 2016-03-26, Open Men's 105 kg, Alex Diggory, 102.2, 110, 115, -120, 130, 136, -140, 115, 136, 251
Philadelphia Barbell March in-house, 2016-03-26, Open Men's 62 kg, Jonathan Walka, 61.7, 97, 100, 102, 120, 124, -127, 102, 124, 226
Philadelphia Barbell March in-house, 2016-03-26, Open Men's 77 kg, Michael Walsh, 76.8, 80, 83, -86, 100, 105, -110, 83, 105, 188
Philadelphia Barbell March in-house, 2016-03-26, Open Women's 58 kg, Monica Nelson, 57.8, 67, -70, -70, 81, 84, -87, 67, 84, 151
























