Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Inner strength Winter Qualifier  2016, 2016-01-16, Open Women's +75 Kg, Consuelo Rios, 104.6, 60, 63, 65, 80, -83, -83, 65, 80, 145
Inner strength Winter Qualifier  2016, 2016-01-16, Open Women's 53 kg, Emily Maxon, 51.9, 48, 50, -52, 64, 66, -68, 50, 66, 116
Inner strength Winter Qualifier  2016, 2016-01-16, Open Women's 58 kg, Carly Bonwell, 57.1, 44, -46, -46, 55, 58, -61, 44, 58, 102
Inner strength Winter Qualifier  2016, 2016-01-16, Open Women's +75 Kg, Connor Anderson, 76.9, 38, -41, -41, 48, 50, 52, 38, 52, 90
Inner strength Winter Qualifier  2016, 2016-01-16, Women's 16-17 Age Group 48 kg, Beatrice Lowe, 46.2, 26, 29, 31, 36, 38, 41, 31, 41, 72
Inner strength Winter Qualifier  2016, 2016-01-16, Women's Masters (55-59) 69 kg, Tracie Jansen, 64, 20, -21, -21, 20, -21, -21, 20, 20, 40
























