Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
GMU Local Qualifier, 2022-01-29, Open Men's 81kg, Omar Cummings, 74.9, 95, 100, 103, 115, 120, 123, 103, 123, 226
GMU Local Qualifier, 2022-01-29, Open Men's 81kg, Omar Cummings, 74.9, 95, 100, 103, 115, 120, 123, 103, 123, 226
GMU Local Qualifier, 2022-01-29, Junior Men's 96kg, Matthew Veneri, 89.5, -86, 89, 92, 114, 118, 121, 92, 121, 213
GMU Local Qualifier, 2022-01-29, Junior Men's 96kg, Matthew Veneri, 89.5, -86, 89, 92, 114, 118, 121, 92, 121, 213
GMU Local Qualifier, 2022-01-29, Junior Men's 109kg, Lucas Moylan, 106.9, -89, 89, 92, 111, 114, 120, 92, 120, 212
GMU Local Qualifier, 2022-01-29, Junior Men's 109kg, Lucas Moylan, 106.9, -89, 89, 92, 111, 114, 120, 92, 120, 212
GMU Local Qualifier, 2022-01-29, Open Men's 81kg, Andrew Siddall, 78.4, -87, 90, -94, 108, 113, 117, 90, 117, 207
GMU Local Qualifier, 2022-01-29, Open Men's 81kg, Andrew Siddall, 78.4, -87, 90, -94, 108, 113, 117, 90, 117, 207
GMU Local Qualifier, 2022-01-29, Junior Women's 81kg, Alyssa Bandel, 79.2, 72, 76, 80, 93, 97, 100, 80, 100, 180
GMU Local Qualifier, 2022-01-29, Junior Women's +87kg, Avery Owens, 89.2, 75, 0, 0, 105, 0, 0, 75, 105, 180
GMU Local Qualifier, 2022-01-29, Junior Women's 81kg, Alyssa Bandel, 79.2, 72, 76, 80, 93, 97, 100, 80, 100, 180
GMU Local Qualifier, 2022-01-29, Junior Women's +87kg, Avery Owens, 89.2, 75, 0, 0, 105, 0, 0, 75, 105, 180
GMU Local Qualifier, 2022-01-29, Open Women's 76kg, Marjorie Lopez, 76, -52, -52, -52, 0, 0, 0, 0, 0, 0
GMU Local Qualifier, 2022-01-29, Open Women's 76kg, Heilie Oyharcabal, 76, -52, -52, -52, 0, 0, 0, 0, 0, 0
















