Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2016 Hercules Challenge Competition, 2016-02-21, Open Men's 85 kg, Paul Henriksen, 83.25, 115, 120, 125, 145, -150, 150, 125, 150, 275
2016 Hercules Challenge Competition, 2016-02-21, Open Men's+105 kg, Gabriel Erpelding, 112.9, 111, 116, 120, 145, 150, 155, 120, 155, 275
2016 Hercules Challenge Competition, 2016-02-21, Open Women's 53 kg, Tara James, 52.5, 54, 56, -58, 61, 64, -69, 56, 64, 120



























