Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Sparkler Qualifier, 2015-07-05, Open Women's 69 kg, Nicole Tennant, 68.9, 84, 87, -90, 92, 95, -97, 87, 95, 182
Sparkler Qualifier, 2015-07-05, Women's 13 Under Age Group 53kg, Audrey Rips-Goodwin, 51.6, 46, 49, -51, 59, 61, -63, 49, 61, 110
Sparkler Qualifier, 2015-07-05, Men's 13 Under Age Group 50 Kg, Connor Gunderson, 46.5, 28, 30, 32, 40, 42, -44, 32, 42, 74
Sparkler Qualifier, 2015-07-05, Men's 13 Under Age Group 50 Kg, Payton Gunderson, 48.6, 18, 20, -22, 28, 30, 32, 20, 32, 52
Sparkler Qualifier, 2015-07-05, Women's 13 Under Age Group 44kg, Lorelai Petrie, 42.3, 18, 20, -22, 27, 29, -31, 20, 29, 49
Sparkler Qualifier, 2015-07-05, Women's 13 Under Age Group 31kg, Faith Tenbroek, 27.2, 15, 17, -18, 19, 21, -22, 17, 21, 38
Sparkler Qualifier, 2015-07-05, Women's 13 Under Age Group 31kg, Makenna Tenbroek, 23.6, 13, 15, -16, 17, 19, -21, 15, 19, 34























