Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Winter lift, 2018-01-20, Open Men's 77 kg, Adam Willman, 76.2, 100, 105, -112, -130, 135, -138, 105, 135, 240
Winter lift, 2018-01-20, Open Women's 75 kg, Kayla Muyskens, 74.8, 68, -72, -72, 78, -82, -82, 68, 78, 146
Winter lift, 2018-01-20, Women's 16-17 Age Group 58 kg, Audrey Rips-Goodwin, 57.6, 55, 58, 60, 70, 73, 75, 60, 75, 135
Winter lift, 2018-01-20, Open Women's 75 kg, Erin McBeth, 74.8, 53, 57, -60, 70, 73, -75, 57, 73, 130
Winter lift, 2018-01-20, Open Men's 105 kg, Steven Griffith, 103.3, -50, 50, -55, 68, 72, 75, 50, 75, 125
Winter lift, 2018-01-20, Men's 13 Under Age Group +69 Kg, Truman Griffith, 72.3, 40, 45, 50, 52, -56, 58, 50, 58, 108
Winter lift, 2018-01-20, Women's 14-15 Age Group 44 kg, Faith Tenbroek, 35.2, 28, 32, -35, -40, -40, 40, 32, 40, 72























