Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Barbells For Boobs Meet, 2014-10-11, Open Men's 85 kg, Eric Redman, 83.9, 95, 100, 105, 132, 132, 137, 105, 137, 242
Barbells For Boobs Meet, 2014-10-11, Open Men's 77 kg, Jonathan Webster, 77, 84, 90, 95, 105, 112, 117, 95, 117, 212
Barbells For Boobs Meet, 2014-10-11, Open Women's 63 kg, Shannon Zimmerman, 62.2, 68, 73, 73, 86, 90, 95, 73, 95, 168
Barbells For Boobs Meet, 2014-10-11, Open Women's 63 kg, Jessi Howald, 61.7, 62, 63, 65, 82, 85, 86, 65, 86, 151
Barbells For Boobs Meet, 2014-10-11, Open Women's 58 kg, Laura Redman, 56.6, 57, 60, 60, 78, 82, 86, 60, 86, 146
Barbells For Boobs Meet, 2014-10-11, Open Women's 58 kg, Leah Cage, 57.8, 55, 58, 60, 73, 75, 75, 60, 75, 135
Barbells For Boobs Meet, 2014-10-11, Open Women's 53 kg, Natalie Brown, 52.7, 60, 60, 62, 64, 64, 70, 62, 70, 132























