Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Mid April Max Out, 2018-04-19, Open Men's 105 kg, Sean Morgan, 99.55, 130, 137, 140, 155, 165, 165, 140, 165, 305
Mid April Max Out, 2018-04-19, Open Men's+105 kg, Alex Diggory, 108.5, 120, 125, 127, 140, 150, 150, 127, 150, 277
Mid April Max Out, 2018-04-19, Open Men's 77 kg, David Zhu, 73.4, 94, 98, 101, 120, 125, 130, 101, 130, 231
Mid April Max Out, 2018-04-19, Open Men's 56 kg, Estevan Soto, 55.8, 85, 90, 93, 104, 108, 112, 93, 112, 205
Mid April Max Out, 2018-04-19, Open Women's 75 kg, Rachel Spring, 74.7, 75, 79, 81, 95, 100, 100, 81, 100, 181
Mid April Max Out, 2018-04-19, Open Women's 53 kg, Michal Komemi, 52.95, 61, 63, 65, 76, 80, 80, 65, 80, 145
























