Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Eagle Invitational, 2014-11-01, Open Men's 105 kg, Christopher Lopez, 101.5, 96, 100, 103, 122, 128, 131, 103, 131, 234
Eagle Invitational, 2014-11-01, Women's 16-17 Age Group 63 kg, Maddy Myers, 61.3, 70, 74, 77, 97, 101, 103, 77, 103, 180
Eagle Invitational, 2014-11-01, Open Men's 85 kg, Ching Lu, 82.6, 40, 45, 50, 55, 60, 70, 50, 70, 120
Eagle Invitational, 2014-11-01, Open Men's 77 kg, Hung-Sheng Hsu, 71.14, 30, 35, 40, 40, 45, 50, 40, 50, 90
Eagle Invitational, 2014-11-01, Women's Masters (45-49) 58 kg, Kristy Cappuccilli, 57.2, 10, 13, 15, 20, 25, 30, 15, 30, 45
Eagle Invitational, 2014-11-01, Open Women's 58 kg, Angelica Cappuccilli, 55, 10, 13, 15, 15, 20, 26, 15, 26, 41
























