Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
PL January 2021, 2021-01-30, Open Men's 89kg, Casey Vinings, 88.65, 90, 95, 100, 110, 118, 125, 100, 125, 225
PL January 2021, 2021-01-30, Men's Masters (35-39) 89kg, Gregory Watts, 88.55, 75, 79, 82, 97, -100, 104, 82, 104, 186
PL January 2021, 2021-01-30, Men's Masters (45-49) 96kg, Michael Baltic, 94, 73, 76, 80, 93, 96, 100, 80, 100, 180
PL January 2021, 2021-01-30, Open Women's 64kg, Hailee Barbarits, 60.5, 55, 57, 59, 75, 77, 79, 59, 79, 138
PL January 2021, 2021-01-30, Women's Masters (35-39) 76kg, Nicole Long, 76, 54, 56, 58, 67, 69, 71, 58, 71, 129
PL January 2021, 2021-01-30, Women's Masters (35-39) 81kg, Alison Davis, 79.25, 54, 56, 58, 66, 68, 70, 58, 70, 128
























