Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
MS Barbell Last Chance Qualifier, 2019-02-02, Open Men's 89kg, Andrew Bator, 88.89, -125, 125, 130, 155, -160, -160, 130, 155, 285
MS Barbell Last Chance Qualifier, 2019-02-02, Open Men's 81kg, George Bey, 80.81, 82, 92, 0, 110, 120, 132, 92, 132, 224
MS Barbell Last Chance Qualifier, 2019-02-02, Open Men's 81kg, Thaddeus Daniels, 80.39, 82, 87, -90, 115, 120, -130, 87, 120, 207
MS Barbell Last Chance Qualifier, 2019-02-02, Open Men's 81kg, Joshua Eure, 79.76, 80, -85, 85, 106, 110, -115, 85, 110, 195
MS Barbell Last Chance Qualifier, 2019-02-02, Open Women's 71kg, Emily Lewis, 67.8, 65, 70, 75, 80, 85, -90, 75, 85, 160
MS Barbell Last Chance Qualifier, 2019-02-02, Open Women's 71kg, Erin Cain, 70.3, -45, 45, 53, 62, 65, 70, 53, 70, 123
MS Barbell Last Chance Qualifier, 2019-02-02, Open Women's 55kg, Carrie Eure, 54.26, -62, -63, -63, -80, -80, -80, 0, 0, 0























