Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Heavy Hitter's Halloween, 2012-11-04, Open Men's 105 kg, Elijah Young, 101, 110, -115, -121, 130, -138, 145, 110, 145, 255
Heavy Hitter's Halloween, 2012-11-04, Open Men's 105 kg, Ryan Self, 96.7, 107, 110, 112, 130, 135, 140, 112, 140, 252
Heavy Hitter's Halloween, 2012-11-04, Open Men's 105 kg, Jeremy Rutledge, 103, 115, 121, -127, 130, -138, -144, 121, 130, 251
Heavy Hitter's Halloween, 2012-11-04, Open Men's 69 kg, Tanner Strunk, 63.2, 55, -60, -60, 70, -72, -72, 55, 70, 125
Heavy Hitter's Halloween, 2012-11-04, Open Men's 69 kg, Zachary Schreiner, 67.3, -50, 50, -55, 65, 70, -80, 50, 70, 120
Heavy Hitter's Halloween, 2012-11-04, Open Women's 48 kg, Carolyn Napier, 48, 40, -45, 45, 50, 55, -60, 45, 55, 100
























