Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Team Chikara Developmental Meet #40, 2014-09-27, Open Men's 85 kg, Dylan Shafer, 83.62, 68, 77, 77, 89, 102, 105, 77, 105, 182
Team Chikara Developmental Meet #40, 2014-09-27, Open Men's 85 kg, David Clarke, 83.6, 60, 67, 67, 80, 85, 91, 67, 91, 158
Team Chikara Developmental Meet #40, 2014-09-27, Open Men's 77 kg, Elton Lee, 72.18, 60, 65, 70, 77, 82, 85, 70, 85, 155
Team Chikara Developmental Meet #40, 2014-09-27, Open Women's +75 Kg, Erica Kier, 82.22, 50, 50, 52, 60, 63, 66, 52, 66, 118
Team Chikara Developmental Meet #40, 2014-09-27, Open Women's 53 kg, Francesca Lucioni, 52.41, 25, 30, 35, 34, 40, 50, 35, 50, 85
Team Chikara Developmental Meet #40, 2014-09-27, Open Women's 69 kg, Cassia Streb, 65.03, 25, 27, 30, 39, 41, 43, 30, 43, 73
Team Chikara Developmental Meet #40, 2014-09-27, Women's 13 Under Age Group 48kg, Talula Soria, 44.15, 22, 25, 27, 35, 40, 42, 27, 42, 69























