Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
HWC Spring Open 2018, 2018-05-13, Open Men's 69 kg, Trevor Owens, 62.8, 64, -67, 67, 82, -85, -85, 67, 82, 149
HWC Spring Open 2018, 2018-05-13, Open Women's 75 kg, Ashlee Owens, 69.5, 55, 60, 65, 80, 83, -88, 65, 83, 148
HWC Spring Open 2018, 2018-05-13, Women's 16-17 Age Group 75 kg, Camryn Evett, 70.2, 55, 60, -65, 68, -71, -71, 60, 68, 128
HWC Spring Open 2018, 2018-05-13, Open Men's 56 kg, Brandon Sheets, 52.6, -43, 45, 50, 61, -63, -63, 50, 61, 111
HWC Spring Open 2018, 2018-05-13, Men's 14-15 Age Group 56 Kg, Elijah Ybarra, 55.3, 30, 40, -50, 50, -60, -70, 40, 50, 90
HWC Spring Open 2018, 2018-05-13, Women's 13 Under Age Group +58 Kg, Ansley Amore, 80.3, 35, 38, -40, 41, 44, -47, 38, 44, 82
HWC Spring Open 2018, 2018-05-13, Women's 13 Under Age Group 44kg, Camila Haussmann, 41.6, 23, 25, 27, 33, 35, -38, 27, 35, 62
HWC Spring Open 2018, 2018-05-13, Men's 13 Under Age Group 44kg, Bryson Duncan, 40.5, 15, 17, -19, 22, 24, -26, 17, 24, 41
HWC Spring Open 2018, 2018-05-13, Men's 13 Under Age Group 31 Kg, Sebastian Rose, 29.1, 12, 13, 14, 17, 19, -20, 14, 19, 33





















