Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Imperium Weightlifting Open, 2021-10-04, Open Men's 109kg, Stephen Singleton, 106, 0, 70, 73, 80, 85, 100, 73, 100, 173
Imperium Weightlifting Open, 2021-10-04, Open Men's +109kg, Anthony Caldwell, 160, 0, 69, 0, 80, 0, 0, 69, 80, 149
Imperium Weightlifting Open, 2021-10-04, Open Women's 55kg, An Le, 54, 29, 32, 0, 30, 36, 0, 32, 36, 68
Imperium Weightlifting Open, 2021-10-04, Junior Women's 55kg, Meaghan Moreau, 50, 16, 22, 25, 30, 35, 39, 25, 39, 64
Imperium Weightlifting Open, 2021-10-04, Women's Masters (40-44) 87kg, elizabeth moreau, 83, 22, 25, 0, 30, 36, 0, 25, 36, 61

























