Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
April classic, 2019-04-07, Open Men's 81kg, Zackary Hartley, 80.95, 80, 85, 90, 100, 105, 110, 90, 110, 200
April classic, 2019-04-07, Men's 14-15 Age Group +89kg, Logan Lewis, 107.9, 66, 69, -71, 88, 91, 0, 69, 91, 160
April classic, 2019-04-07, Men's 14-15 Age Group 73kg, Samuel Cohen, 72.9, 57, 61, 65, 70, 76, 80, 65, 80, 145
April classic, 2019-04-07, Women's Masters (45-49) 55kg, Sheryl Cohen, 51.4, 20, 0, 0, 30, 35, 0, 20, 35, 55
April classic, 2019-04-07, Men's 13 Under Age Group 32kg, Liam Shannon, 28.04, 14, -16, 16, 18, 20, 23, 16, 23, 39
April classic, 2019-04-07, Men's 13 Under Age Group 32kg, David Shannon, 27.2, 12, 14, -15, 16, -18, 18, 14, 18, 32
























