Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Test Event For Rio, 2016-04-10, Open Men's 85 kg, Travis Cooper, 83.71, 140, 145, -147, 175, 180, -186, 145, 180, 325
Test Event For Rio, 2016-04-10, Open Women's +75 Kg, Sarah Robles, 145.37, 115, 120, -125, 145, 150, 155, 120, 155, 275
Test Event For Rio, 2016-04-10, Open Women's 75 kg, Samantha Poeth, 74.08, 84, 88, -91, -115, -115, 115, 88, 115, 203
Test Event For Rio, 2016-04-10, Open Women's 63 kg, Vanessa McCoy, 62.96, 86, -88, 88, -108, 108, 110, 88, 110, 198
Test Event For Rio, 2016-04-10, Open Women's 58 kg, Stephanie Lemmen, 56.98, -80, 80, 83, 94, 97, -100, 83, 97, 180
Test Event For Rio, 2016-04-10, Open Men's 94 kg, Colin Burns, 93.05, -166, -166, -166, 0, 0, 0, 0, 0, 0
Test Event For Rio, 2016-04-10, Open Women's 63 kg, Jennyfer Roberts, 61.89, -82, -82, -82, 0, 0, 0, 0, 0, 0























