Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
August Meet 2016, 2016-08-27, Open Men's 85 kg, Christian Rodriguez Ocasio, 81, 120, 125, 128, 140, 145, 150, 128, 150, 278
August Meet 2016, 2016-08-27, Open Men's 105 kg, Eloy Guardado, 99.4, 104, -107, 107, 136, -139, -139, 107, 136, 243
August Meet 2016, 2016-08-27, Open Men's 85 kg, Thaddeaus Grothe, 83, 97, 100, -103, -125, 125, 130, 100, 130, 230
August Meet 2016, 2016-08-27, Open Women's +75 Kg, Debra-Adele Misse, 89.6, 56, -59, 59, 75, -79, -79, 59, 75, 134
August Meet 2016, 2016-08-27, Open Women's 58 kg, Nicole Mercato, 56.2, 54, -56, -56, -64, -64, -64, 54, 0, 0
August Meet 2016, 2016-08-27, Open Men's 77 kg, Kaleb Sargent, 76.6, 96, -99, -99, -115, -115, -115, 96, 0, 0
























