Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
SOVEREIGN STRENGTH BARBELL CLOSED MEET, 2022-04-05, Men's 16-17 Age Group 81kg, Elijah Thompson, 73.3, 45, -47, 48, 47, 51, 54, 48, 54, 102
SOVEREIGN STRENGTH BARBELL CLOSED MEET, 2022-04-05, Women's 13 Under Age Group 64kg, Lyla Aleo, 60.7, 27, 30, 35, -45, 45, 48, 35, 48, 83
SOVEREIGN STRENGTH BARBELL CLOSED MEET, 2022-04-05, Men's 14-15 Age Group 73kg, Jairus Alkema, 72, 30, -32, 32, -45, 45, 47, 32, 47, 79
SOVEREIGN STRENGTH BARBELL CLOSED MEET, 2022-04-05, Women's Masters (40-44) 76kg, Marigot Craig, 75.8, -31, 31, -32, -35, 35, 37, 31, 37, 68
SOVEREIGN STRENGTH BARBELL CLOSED MEET, 2022-04-05, Women's 14-15 Age Group 64kg, Jerzea Hartigan, 62.5, 25, -28, 28, 25, 28, -31, 28, 28, 56
SOVEREIGN STRENGTH BARBELL CLOSED MEET, 2022-04-05, Men's 13 Under Age Group 49kg, jackson sullivan, 45.2, 20, 23, 26, 22, 24, -27, 26, 24, 50
SOVEREIGN STRENGTH BARBELL CLOSED MEET, 2022-04-05, Men's 13 Under Age Group 39kg, Calvin Krause, 38.9, -19, 20, 23, 22, 24, 26, 23, 26, 49
SOVEREIGN STRENGTH BARBELL CLOSED MEET, 2022-04-05, Women's 13 Under Age Group 36kg, Fiona Fuller, 33.1, 17, -20, -20, 18, -20, -20, 17, 18, 35






















