Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
University Of Oregon Weightlifting Classic, 2012-06-03, Women's Masters (40-44) 48 kg, Yrlyn Thompson, 47, 0, 0, 0, 47, 0, 0, 0, 47, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Women's Masters (55-59) 48 kg, Rowe O'Rourke, 43.8, 0, 0, 0, 35, 0, 0, 0, 35, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Women's 58 kg, Mary Pond, 55.1, 0, 0, 0, 85, 0, 0, 0, 85, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Women's 58 kg, Jade Vanacore, 56.5, 0, 0, 0, 45, 0, 0, 0, 45, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Women's Masters (55-59) 63 kg, Holly Arrow, 59.8, 0, 0, 0, 57, 0, 0, 0, 57, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Women's Masters (40-44) 63 kg, Kat Ricker, 62.9, 0, 0, 0, 57, 0, 0, 0, 57, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Women's Masters (35-39) 63 kg, Leslie McStravick, 60.4, 0, 0, 0, 52, 0, 0, 0, 52, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Women's 69 kg, Sarah Bertram, 69, 0, 0, 0, 102, 0, 0, 0, 102, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Women's Masters (40-44) 69 kg, Jennifer Blackburn, 65, 0, 0, 0, 57, 0, 0, 0, 57, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Women's 69 kg, Jessica Gee, 66.3, 0, 0, 0, 0, 0, 0, 0, 0, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Women's 16-17 Age Group +75 kg, Amelia Salzman, 89.8, 0, 0, 0, 70, 0, 0, 0, 70, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 62 kg, Michael Cook, 60.8, 0, 0, 0, 100, 0, 0, 0, 100, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 69 kg, Kyle Leibovitch, 62.1, 0, 0, 0, 95, 0, 0, 0, 95, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 77 kg, Tyler Gibbs, 75.7, 0, 0, 0, 137, 0, 0, 0, 137, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 77 kg, Josh Brandt, 76.1, 0, 0, 0, 105, 0, 0, 0, 105, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 85 kg, Kyle Duever, 83.7, 0, 0, 0, 127, 0, 0, 0, 127, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 85 kg, Erik Jernstrom, 82.4, 0, 0, 0, 125, 0, 0, 0, 125, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 85 kg, Trevor Smith, 84.4, 0, 0, 0, 105, 0, 0, 0, 105, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 94 kg, Tommy Rudge, 85.5, 0, 0, 0, 127, 0, 0, 0, 127, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 94 kg, Brian Jackson, 89.7, 0, 0, 0, 115, 0, 0, 0, 115, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 94 kg, Brandon Pentheny, 91.6, 0, 0, 0, 107, 0, 0, 0, 107, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 94 kg, Trace Webster, 92.7, 0, 0, 0, 115, 0, 0, 0, 115, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 94 kg, Rocky Moses, 90.1, 0, 0, 0, 100, 0, 0, 0, 100, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 105 kg, Tanner Harris, 99.7, 0, 0, 0, 145, 0, 0, 0, 145, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 105 kg, Jennings Stewart, 101.5, 0, 0, 0, 150, 0, 0, 0, 150, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 105 kg, Christopher Swartz, 102.5, 0, 0, 0, 140, 0, 0, 0, 140, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's 105 kg, Christopher Extine, 101.4, 0, 0, 0, 135, 0, 0, 0, 135, 0
University Of Oregon Weightlifting Classic, 2012-06-03, Open Men's+105 kg, Kyler Cavitt, 111.6, 0, 0, 0, 105, 0, 0, 0, 105, 0


