Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Fun on the Vegas Strip, 2016-06-25, Open Men's 94 kg, Maxfield Munk, 92.4, 0, 100, 105, 115, 120, 126, 105, 126, 231
Fun on the Vegas Strip, 2016-06-25, Open Men's 85 kg, Sean De Leon, 82, 0, 85, -90, 105, 110, 113, 85, 113, 198
Fun on the Vegas Strip, 2016-06-25, Open Men's 62 kg, Ryan Dana, 62, 0, 75, 80, 95, -100, 100, 80, 100, 180
Fun on the Vegas Strip, 2016-06-25, Open Women's 75 kg, Sarah Laszok, 74, 0, -56, 56, 72, -75, 76, 56, 76, 132
Fun on the Vegas Strip, 2016-06-25, Open Women's 58 kg, Ashley Svendbye, 57.9, 0, 55, 60, 65, -72, 72, 60, 72, 132
Fun on the Vegas Strip, 2016-06-25, Open Women's 58 kg, Karen Nunez de Villavicencio, 57, 0, 35, -40, 50, 55, 58, 35, 58, 93
























