Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
6th Annual College Station Weightlifting Classic, 2018-10-20, Open Men's 89kg, Nowlan Savage, 88, -101, 101, 107, 140, 145, -150, 107, 145, 252
6th Annual College Station Weightlifting Classic, 2018-10-20, Open Men's 89kg, Andrew McFarlane, 88.4, 97, 101, 106, 115, -120, -125, 106, 115, 221
6th Annual College Station Weightlifting Classic, 2018-10-20, Open Women's 76kg, Shanna Aberson, 74.9, 80, 83, 86, 99, -103, 104, 86, 104, 190
6th Annual College Station Weightlifting Classic, 2018-10-20, Open Women's +87kg, Catherine Harper, 109.6, 73, 77, -81, 94, -99, -103, 77, 94, 171
6th Annual College Station Weightlifting Classic, 2018-10-20, Open Men's 109kg, Albert Laforet  Jr, 107.7, -40, 40, 44, 50, -55, -55, 44, 50, 94
6th Annual College Station Weightlifting Classic, 2018-10-20, Open Men's 89kg, Whitley Cave, 81.45, 1, -65, -70, -80, -80, -80, 1, 0, 0
























