Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
B-N Barbell Open, 2019-03-09, Open Men's 81kg, Jason Morgan, 79.1, 100, 106, 110, 130, 135, 140, 110, 140, 250
B-N Barbell Open, 2019-03-09, Open Men's 102kg, Bronson Mintun, 99.9, 98, -104, 108, 115, 121, 126, 108, 126, 234
B-N Barbell Open, 2019-03-09, Open Men's 102kg, Rick Pruess, 101.5, -85, -85, 85, 90, 95, 100, 85, 100, 185
B-N Barbell Open, 2019-03-09, Men's 14-15 Age Group 73kg, Caleb McClure, 70.3, 60, 65, -70, 80, 85, 92, 65, 92, 157
B-N Barbell Open, 2019-03-09, Women's 16-17 Age Group 76kg, Payton Hopkins, 74.5, 52, -55, -55, 61, 64, 68, 52, 68, 120
B-N Barbell Open, 2019-03-09, Women's 16-17 Age Group 64kg, Grayson Messenger, 63, -53, -53, -53, 61, 63, 66, 0, 66, 0
























