Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Time Trials, 2017-05-20, Open Men's 105 kg, Frank Patterson, 101.7, 90, -94, 96, 123, -128, 131, 96, 131, 227
Time Trials, 2017-05-20, Open Men's 77 kg, Timothy Christopher, 76.5, 93, -100, 102, 118, 125, -130, 102, 125, 227
Time Trials, 2017-05-20, Open Men's 77 kg, Toshiro Toyama, 76.9, 93, -98, 100, 100, 107, 112, 100, 112, 212
Time Trials, 2017-05-20, Open Men's 94 kg, Thomas Neeson, 87.5, 70, 75, 80, 90, 95, 100, 80, 100, 180
Time Trials, 2017-05-20, Open Women's 90 kg, Denise Greene, 89.9, 65, 70, 75, -98, 102, -107, 75, 102, 177
Time Trials, 2017-05-20, Open Women's 90 kg, Alexis Long, 76, -65, 68, 70, 82, 86, 90, 70, 90, 160
Time Trials, 2017-05-20, Open Men's 94 kg, Zachary Catella, 88.5, -55, 61, -63, 87, -91, -91, 61, 87, 148
Time Trials, 2017-05-20, Women's Masters (35-39) 69 kg, Terah Lawson, 67.4, 40, 44, 48, 60, 63, 65, 48, 65, 113
Time Trials, 2017-05-20, Women's 14-15 Age Group 44 kg, McKenzie Wagoner, 30, 32, 35, 35, 42, 45, 45, 35, 45, 80





















