Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Left Coast in House Meet, 2020-08-15, Open Men's 89kg, Aria Sadeghi, 88.84, 90, 95, 0, 110, 0, 116, 95, 116, 211
Left Coast in House Meet, 2020-08-15, Open Women's +87kg, Megan Bradley, 95.71, 80, 83, 86, 105, 109, 112, 86, 112, 198
Left Coast in House Meet, 2020-08-15, Open Men's 73kg, Brandon Huang, 72.01, 73, 77, 0, 0, 100, 0, 77, 100, 177
Left Coast in House Meet, 2020-08-15, Open Women's 76kg, Krista Pagan, 75.48, 58, 61, 64, 70, 0, 74, 64, 74, 138
Left Coast in House Meet, 2020-08-15, Open Women's 64kg, Samantha Johnson, 63.44, 57, 0, 60, 72, 75, 78, 60, 78, 138
Left Coast in House Meet, 2020-08-15, Open Women's 64kg, Nicole Peretti, 59.54, 54, 57, 60, 72, 0, 0, 60, 72, 132
Left Coast in House Meet, 2020-08-15, Open Men's 89kg, Ryan Belsito, 88.43, 0, 0, 0, 0, 0, 0, 0, 0, 0























